,location,country_code,latitude,longitude,confirmed,dead,recovered,velocity_confirmed,velocity_dead,velocity_recovered,updated
6341,Ibirapitanga,br,-14.1653534,-39.3790986,18,1.0,,0,0,0,2020-06-13 00:20:01.549276+00:00
6342,"Ransom County, North Dakota",us,46.4937656,-97.6257919,515,9.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6343,"Harper County, Oklahoma",us,36.8203755,-99.634135,322,3.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6344,"Orangeburg County, South Carolina",us,33.5635155,-81.0754657,4483,143.0,0.0,59,1,0,2020-12-17 17:48:16.112082+00:00
6345,Nova Lima,br,-20.1089859,-43.9055155,293,1.0,,15,0,0,2020-06-13 00:20:16.318710+00:00
6346,"Sumner County, Tennessee",us,36.4718084,-86.49965460000001,13383,173.0,0.0,167,6,0,2020-12-17 17:48:16.112082+00:00
6347,"Culpeper County, Virginia",us,38.491821,-77.973865,2645,19.0,0.0,42,0,0,2020-12-17 17:48:16.112082+00:00
6348,"Alexandria County, Virginia",us,38.8048355,-77.0469214,6421,82.0,0.0,54,0,0,2020-12-17 17:48:16.112082+00:00
6349,"Lincoln County, Washington",us,47.5320525,-118.4701194,218,4.0,0.0,0,0,0,2020-12-17 17:48:16.112082+00:00
6350,Den Helder,nl,52.95628079999999,4.7607971,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6351,Constantine,dz,41.8411603,-85.6686026,1765,1765.0,25.0,0,0,0,2020-12-18 17:48:45.294310+00:00
6352,Mittelsachsen,de,50.9685245,13.1197622,7637,64.0,,0,0,0,2020-12-17 00:00:00+00:00
6353,Tururu,br,-3.5982866,-39.4336292,152,14.0,,0,0,0,2020-06-13 00:20:37.890110+00:00
6354,Erlangen,de,49.5896744,11.0119611,1884,32.0,,0,0,0,2020-12-17 00:00:00+00:00
6355,Valinhos,br,-22.9659553,-46.9999471,276,6.0,,19,0,0,2020-06-13 00:20:38.928352+00:00
6356,"Cameron County, Louisiana",us,29.8434436,-93.17796589999999,348,4.0,,9,0,0,2020-12-17 17:45:41.346197+00:00
6357,Guaraçaí,br,-21.0325329,-51.208068,4,0.0,,0,0,0,2020-06-13 00:20:00.731310+00:00
6358,Umbuzeiro,br,-7.6963786,-35.6653832,18,1.0,,1,0,0,2020-06-13 00:20:38.330265+00:00
6359,Novo Oriente de Minas,br,-17.1193682,-41.1886892,2,0.0,,0,0,0,2020-06-13 00:20:17.014350+00:00
6360,Potiretama,br,-5.7233918,-38.1539515,14,0.0,,0,0,0,2020-06-13 00:20:23.212135+00:00
6361,Kirklees,gb,53.5933432,-1.8009509,675,,,0,0,0,2020-05-14 15:01:09+00:00
6362,Leeds,gb,53.8007554,-1.5490774,1678,,,0,0,0,2020-05-14 15:01:09+00:00
6363,Leicester,gb,52.6368778,-1.1397592,789,,,0,0,0,2020-05-14 15:01:09+00:00
6364,Sooretama,br,-19.1898716,-40.0977235,83,2.0,,6,0,0,2020-06-13 00:20:31.407778+00:00
6365,Tucumã,br,-6.7519481,-51.1509069,275,5.0,,0,0,0,2020-06-13 00:20:37.571463+00:00
6366,"Kingston upon Hull, City of",gb,53.76762360000001,-0.3274198,624,,,0,0,0,2020-05-14 15:01:09+00:00
6367,São José dos Campos,br,-23.223701,-45.9009074,1469,56.0,,24,1,0,2020-06-13 00:20:33.411595+00:00
6368,Dalfsen,nl,52.507755,6.259666999999999,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6369,Haidian district,cn,39.959953,116.298326,82,0.0,0.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6370,Wulong District,cn,29.325601,107.760025,1,0.0,1.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6371,Vicência,br,-7.658257099999999,-35.3223725,63,8.0,,2,0,0,2020-06-13 00:20:39.421769+00:00
6372,"Cayuga County, New York",us,42.7655231,-76.5488232,1798,14.0,,101,0,0,2020-12-17 17:45:41.346197+00:00
6373,Veranópolis,br,-28.9429032,-51.5507201,23,0.0,,2,0,0,2020-06-13 00:20:39.246364+00:00
6374,Vargem Grande,br,-3.543946,-43.9162583,321,2.0,,1,0,0,2020-06-13 00:20:39.021283+00:00
6375,Joanópolis,br,-22.9292618,-46.2753862,4,0.0,,0,0,0,2020-06-13 00:20:07.183154+00:00
6376,Xapuri,br,-10.651543,-68.4992999,123,1.0,,0,0,0,2020-06-13 00:20:40.139818+00:00
6377,Duque Bacelar,br,-4.1518271,-42.9454093,88,2.0,,0,1,0,2020-06-13 00:19:56.916521+00:00
6378,Amarante do Maranhão,br,-5.5694757,-46.7481436,344,1.0,,0,0,0,2020-06-13 00:19:41.492679+00:00
6379,Santa Efigênia de Minas,br,-18.8250114,-42.4385403,0,0.0,,0,0,0,2020-06-13 00:20:27.612784+00:00
6380,"Stokes County, North Carolina",us,36.4244396,-80.23213129999999,1601,23.0,,31,0,0,2020-12-17 17:45:41.346197+00:00
6381,Curvelo,br,-18.7532032,-44.4306682,48,0.0,,0,0,0,2020-06-13 00:19:55.320364+00:00
6382,Rosário,br,-2.9409007,-44.2494291,196,6.0,,2,0,0,2020-06-13 00:20:26.668908+00:00
6383,Pacajus,br,-4.1731846,-38.460945,458,19.0,,12,0,0,2020-06-13 00:20:17.830968+00:00
6384,São Miguel do Gostoso,br,-5.1957184,-35.7100589,8,0.0,,0,0,0,2020-06-13 00:20:34.623397+00:00
6385,Tupi Paulista,br,-21.3829234,-51.5754829,43,0.0,,0,0,0,2020-06-13 00:20:37.793812+00:00
6386,Vitória de Santo Antão,br,-8.1286072,-35.2979382,646,86.0,,10,13,0,2020-06-13 00:20:39.764196+00:00
6387,Volta Redonda,br,-22.4871853,-44.0770134,1061,45.0,,0,0,0,2020-06-13 00:20:39.867588+00:00
6388,Curiúva,br,-24.037324,-50.456568,3,0.0,,0,0,0,2020-06-13 00:19:55.121763+00:00
6389,"Lake of the Woods County, Minnesota",us,48.6943855,-94.92654739999999,140,1.0,,2,0,0,2020-12-17 17:45:41.346197+00:00
6390,Una,br,-15.2950393,-39.0761412,9,0.0,,0,0,0,2020-06-13 00:20:38.368427+00:00
6391,Angicos,br,-5.6583157,-36.6097623,10,1.0,,0,0,0,2020-06-13 00:19:41.924435+00:00
6392,Ubaitaba,br,-14.3087787,-39.322564,29,1.0,,5,0,0,2020-06-13 00:20:37.984790+00:00
6393,Campo Alegre,br,-26.1149179,-49.1937831,1,0.0,,0,0,0,2020-06-13 00:19:48.937741+00:00
6394,Nova Araçá,br,-28.660742,-51.7444138,211,1.0,,50,0,0,2020-06-13 00:20:15.861794+00:00
6395,"Ralls County, Missouri",us,39.5582351,-91.5983959,586,4.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6396,Cosmópolis,br,-22.640065,-47.1933433,85,2.0,,4,1,0,2020-06-13 00:19:54.002103+00:00
6397,Yongzhou,cn,26.420394,111.613445,44,0.0,44.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6398,Santo Antônio,br,-6.3113798,-35.4784912,45,5.0,,0,0,0,2020-06-13 00:20:29.296336+00:00
6399,Garanhuns,br,-8.882855100000002,-36.4969127,260,18.0,,2,2,0,2020-06-13 00:19:59.357328+00:00
6400,"Broward County, Florida",us,26.190096,-80.365865,123991,1760.0,,1108,3,0,2020-12-17 17:45:41.346197+00:00
6401,Paraisópolis,br,-23.6146226,-46.7262555,12,4.0,,0,0,0,2020-06-13 00:20:18.506985+00:00
6402,"St. Lucie County, Florida",us,27.3225563,-80.54384499999999,12475,380.0,,156,0,0,2020-12-17 17:45:41.346197+00:00
6403,Santa Tereza do Tocantins,br,-10.2750394,-47.8037104,5,1.0,,0,0,0,2020-06-13 00:20:28.494937+00:00
6404,Curaçá,br,-9.268144999999999,-39.734338,46,0.0,,2,0,0,2020-06-13 00:19:55.040547+00:00
6405,Xavantina,br,-27.0174001,-52.3400517,3,0.0,,0,0,0,2020-06-13 00:20:40.149758+00:00
6406,Jubail,sa,26.9597709,49.5687416,100,1.0,2.0,0,0,0,2020-07-01 06:48:18.378944+00:00
6407,Castro,br,-24.8054741,-49.9982361,7,0.0,,1,0,0,2020-06-13 00:19:50.935290+00:00
6408,Yangzhou,cn,32.394209,119.412939,23,0.0,23.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6409,Touros,br,-5.1961669,-35.4635381,118,6.0,,0,0,0,2020-06-13 00:20:36.964133+00:00
6410,Drimmelen,nl,51.6700958,4.7524427,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6411,"Ceiba County, Puerto Rico",us,18.2619141,-65.64810589999999,146,0.0,0.0,8,0,0,2020-12-17 17:48:16.112082+00:00
6412,Itapuí,br,-22.2340796,-48.7188344,19,1.0,,1,0,0,2020-06-13 00:20:04.751227+00:00
6413,Aragominas,br,-6.8405144,-48.7014706,29,0.0,,0,0,0,2020-06-13 00:19:42.514005+00:00
6414,"Big Horn County, Wyoming",us,44.6036387,-108.0941121,652,15.0,0.0,18,0,0,2020-12-17 17:48:16.112082+00:00
6415,Al Haʼit,sa,25.9933108,40.4669092,29,0.0,0.0,0,0,0,2020-07-01 06:48:20.315121+00:00
6416,Carrapateira,br,-7.038697099999999,-38.34404019999999,1,0.0,,0,0,0,2020-06-13 00:19:50.688634+00:00
6417,Muribeca,br,-10.4186726,-36.9568495,5,0.0,,2,0,0,2020-06-13 00:20:14.984279+00:00
6418,"Elmore County, Idaho",us,43.1154284,-115.5264458,1159,8.0,,14,0,0,2020-12-17 17:45:41.346197+00:00
6419,Oita,jp,33.2396084,131.6095148,60,1.0,59.0,0,0,0,2020-06-13 00:21:00.696874+00:00
6420,Sapeaçu,br,-12.7365632,-39.1845345,7,0.0,,0,0,0,2020-06-13 00:20:29.427453+00:00
6421,Arara,br,-22.3277304,-47.33150759999999,33,0.0,,0,0,0,2020-06-13 00:19:42.770070+00:00
6422,Porto,br,33.97257500000001,-84.357413,6,0.0,,0,0,0,2020-06-13 00:20:23.106299+00:00
6423,Santa Quitéria,br,-4.3253745,-40.1527119,372,14.0,,11,1,0,2020-06-13 00:20:28.223651+00:00
6424,"Walker County, Alabama",us,33.8563605,-87.30161319999999,4568,125.0,,56,2,0,2020-12-17 17:45:41.346197+00:00
6425,Joaçaba,br,-27.1743773,-51.5054475,25,0.0,,0,0,0,2020-06-13 00:20:07.270425+00:00
6426,Óbidos,br,-1.8996555,-55.5177001,49,2.0,,0,0,0,2020-06-13 00:20:40.582435+00:00
6427,Ibateguara,br,-8.9734494,-35.9309471,32,3.0,,4,0,0,2020-06-13 00:20:01.314588+00:00
6428,"Fulton County, Illinois",us,40.5531823,-90.2244662,1997,23.0,,35,2,0,2020-12-17 17:45:41.346197+00:00
6429,"Monroe County, Iowa",us,41.0040981,-92.8577105,533,16.0,,6,1,0,2020-12-17 17:45:41.346197+00:00
6430,Heeze-Leende,nl,51.3809718,5.5758263,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6431,"Glacier County, Montana",us,48.5217475,-112.919665,1266,22.0,,16,0,0,2020-12-17 17:45:41.346197+00:00
6432,Astolfo Dutra,br,-21.3087882,-42.8616958,15,1.0,,0,0,0,2020-06-13 00:19:43.522690+00:00
6433,"Polk County, Minnesota",us,47.6635085,-96.4170534,3100,43.0,,14,3,0,2020-12-17 17:45:41.346197+00:00
6434,Avanhandava,br,-21.4616605,-49.9482499,1,0.0,,0,0,0,2020-06-13 00:19:43.704522+00:00
6435,Machados,br,-7.6872155,-35.5091051,29,3.0,,5,0,0,2020-06-13 00:20:10.683569+00:00
6436,Goeree-Overflakkee,nl,51.7591966,4.1169809,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6437,Alto Paraíso de Goiás,br,-14.1366085,-47.51886289999999,3,0.0,,0,0,0,2020-06-13 00:19:41.185550+00:00
6438,Boa Hora,br,-4.414423999999999,-42.136123,13,0.0,,0,0,0,2020-06-13 00:19:45.611164+00:00
6439,Piracema,br,-20.509349,-44.4787422,3,0.0,,0,0,0,2020-06-13 00:20:21.033493+00:00
6440,Jardim de Piranhas,br,-6.378805400000001,-37.3522435,7,1.0,,0,0,0,2020-06-13 00:20:06.580169+00:00
6441,Belém do São Francisco,br,-8.549488199999999,-39.0116869,6,0.0,,0,0,0,2020-06-13 00:19:45.212126+00:00
6442,"Lowndes County, Alabama",us,32.221464,-86.6611083,880,32.0,,4,1,0,2020-12-17 17:45:41.346197+00:00
6443,Xi'an,cn,34.341574,108.93977,120,3.0,117.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6444,Agudos,br,-22.4713476,-48.9790818,44,1.0,,0,0,0,2020-06-13 00:19:40.469576+00:00
6445,"Cook County, Georgia",us,31.1428037,-83.46435509999999,1057,22.0,,13,0,0,2020-12-17 17:45:41.346197+00:00
6446,Haarlem,nl,52.3873878,4.6462194,3,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6447,Serranos,br,-21.8424998,-44.53135690000001,1,0.0,,0,0,0,2020-06-13 00:20:30.554969+00:00
6448,"Salt Lake County, Utah",us,40.644188,-111.9522491,96864,496.0,0.0,947,9,0,2020-12-17 17:48:16.112082+00:00
6449,Zé Doca,br,-3.2771485,-45.6526959,1746,14.0,,96,0,0,2020-06-13 00:20:40.229260+00:00
6450,Sousa,br,-6.762525399999999,-38.224935,350,1.0,,15,0,0,2020-06-13 00:20:31.484531+00:00
6451,Araioses,br,-2.8904116,-41.903213,227,2.0,,7,0,0,2020-06-13 00:19:42.610248+00:00
6452,Kerman,ir,30.2839379,57.0833628,169,,,0,0,0,2020-07-01 06:48:22.315794+00:00
6453,"Pottawattamie County, Iowa",us,41.3911501,-95.4777811,7641,83.0,,43,1,0,2020-12-17 17:45:41.346197+00:00
6454,Camaquã,br,-30.8493976,-51.80483109999999,23,1.0,,0,0,0,2020-06-13 00:19:48.580404+00:00
6455,Ourém,br,-1.5509147,-47.117071,92,1.0,,0,0,0,2020-06-13 00:20:17.809863+00:00
6456,Ametista do Sul,br,-27.3617567,-53.183867,8,0.0,,0,0,0,2020-06-13 00:19:41.544909+00:00
6457,"Coles County, Illinois",us,39.5560011,-88.24611829999999,3909,67.0,,44,1,0,2020-12-17 17:45:41.346197+00:00
6458,Bashkortostan,ru,56.24397370000001,56.25425929999999,16785,114.0,13464.0,0,0,0,2020-12-18 17:54:55.077257+00:00
6459,Porto Walter,br,-8.2669708,-72.7424844,2,0.0,,0,0,0,2020-06-13 00:20:23.009758+00:00
6460,Bonfim do Piauí,br,-9.1655525,-42.8739747,1,0.0,,0,0,0,2020-06-13 00:19:46.247569+00:00
6461,Abaíra,br,-13.2782057,-41.7407394,4,0.0,,0,0,0,2020-06-13 00:19:40.110864+00:00
6462,Barão de Cotegipe,br,-27.621182,-52.3805461,22,0.0,,0,0,0,2020-06-13 00:19:44.748024+00:00
6463,"Van Buren County, Michigan",us,42.2459665,-86.0121573,3764,69.0,,32,1,0,2020-12-17 17:45:41.346197+00:00
6464,Presidente Jânio Quadros,br,-14.6882731,-41.6803068,0,0.0,,0,0,0,2020-06-13 00:20:23.921823+00:00
6465,Luton,gb,51.8786707,-0.4200255,666,,,0,0,0,2020-05-14 15:01:09+00:00
6466,Manchester,gb,53.4807593,-2.2426305,1376,,,0,0,0,2020-05-14 15:01:09+00:00
6467,Medway,gb,51.4047432,0.5417860999999999,715,,,0,0,0,2020-05-14 15:01:09+00:00
6468,Milton Keynes,gb,52.0406224,-0.7594171,501,,,0,0,0,2020-05-14 15:01:09+00:00
6469,Pedra Azul,br,-16.0059165,-41.2852668,6,0.0,,0,0,0,2020-06-13 00:20:19.691676+00:00
6470,Picuí,br,-6.5088537,-36.3500305,38,0.0,,2,0,0,2020-06-13 00:20:20.513696+00:00
6471,São Gonçalo do Pará,br,-19.9830855,-44.85802150000001,1,0.0,,0,0,0,2020-06-13 00:20:32.640588+00:00
6472,Merton,gb,51.4097742,-0.2108084,675,,,0,0,0,2020-05-14 15:01:09+00:00
6473,Middlesbrough,gb,54.574227,-1.234956,631,,,0,0,0,2020-05-14 15:01:09+00:00
6474,"St. Mary's County, Maryland",us,38.4421648,-76.74397669999999,2827,77.0,,38,0,0,2020-12-17 17:45:41.346197+00:00
6475,"Fentress County, Tennessee",us,36.37106,-84.8984775,1593,27.0,0.0,40,0,0,2020-12-17 17:48:16.112082+00:00
6476,Heemskerk,nl,52.514146,4.6821367,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6477,"Daviess County, Kentucky",us,37.7307984,-87.10237459999999,4920,74.0,,96,14,0,2020-12-17 17:45:41.346197+00:00
6478,São Pedro do Suaçuí,br,-18.3614016,-42.5985348,1,0.0,,0,0,0,2020-06-13 00:20:34.878476+00:00
6479,Zortéa,br,-27.4525563,-51.5524953,8,0.0,,0,0,0,2020-06-13 00:20:40.217696+00:00
6480,Messias,br,-9.3942686,-35.8395062,88,5.0,,3,0,0,2020-06-13 00:20:13.092315+00:00
6481,"Klickitat County, Washington",us,45.888824,-120.9711029,378,3.0,0.0,0,0,0,2020-12-17 17:48:16.112082+00:00
6482,"Pima County, Arizona",us,32.057499,-111.6660725,55801,853.0,,844,17,0,2020-12-17 17:45:41.346197+00:00
6483,"Wright County, Iowa",us,42.7273744,-93.66232389999999,1443,13.0,,11,1,0,2020-12-17 17:45:41.346197+00:00
6484,Dom Eliseu,br,-4.2931403,-47.55700299999999,426,5.0,,0,0,0,2020-06-13 00:19:56.545191+00:00
6485,Horst aan de Maas,nl,51.4232255,6.030317399999999,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6486,Pratápolis,br,-20.7448079,-46.8600955,8,0.0,,0,0,0,2020-06-13 00:20:23.715005+00:00
6487,"Kittson County, Minnesota",us,48.7563083,-96.865445,330,14.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6488,"Lawrence County, Kentucky",us,38.05267500000001,-82.7778579,592,4.0,,16,0,0,2020-12-17 17:45:41.346197+00:00
6489,"Stephens County, Texas",us,32.7399935,-98.8400144,536,11.0,0.0,11,0,0,2020-12-17 17:48:16.112082+00:00
6490,"Clay County, Nebraska",us,40.5975479,-98.04651849999999,498,4.0,,5,0,0,2020-12-17 17:45:41.346197+00:00
6491,Caibaté,br,-28.2876223,-54.6392254,0,0.0,,0,0,0,2020-06-13 00:19:48.209313+00:00
6492,Senador Amaral,br,-22.5861444,-46.1769802,7,0.0,,0,0,0,2020-06-13 00:20:29.828847+00:00
6493,Valparaíso de Goiás,br,-16.0663414,-47.9845465,233,6.0,,0,0,0,2020-06-13 00:20:38.938422+00:00
6494,Ekiti,ng,7.718986200000001,5.310950500000001,346,6.0,327.0,0,0,0,2020-12-18 17:48:46.073602+00:00
6495,"Out of IL County, Illinois",us,41.7376587,-87.697554,17,0.0,0.0,-3,0,0,2020-12-17 17:48:16.112082+00:00
6496,Jiamusi,cn,46.799777,130.3188779,15,0.0,15.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6497,Plön,de,54.16133019999999,10.4259498,451,8.0,,0,0,0,2020-12-17 00:00:00+00:00
6498,"Payette County, Idaho",us,44.02051850000001,-116.7205398,1913,21.0,,19,0,0,2020-12-17 17:45:41.346197+00:00
6499,Penedo,br,-22.4279328,-44.5360667,86,3.0,,23,0,0,2020-06-13 00:20:20.223063+00:00
6500,Miyun Area,cn,40.376931,116.843066,7,0.0,0.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6501,"Santa Fe County, New Mexico",us,35.3653705,-105.9699878,6774,59.0,,77,4,0,2020-12-17 17:45:41.346197+00:00
6502,"Bleckley County, Georgia",us,32.4087854,-83.3789389,817,33.0,,6,0,0,2020-12-17 17:45:41.346197+00:00
6503,Lansingerland,nl,51.9987144,4.5162627,1,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6504,"Leflore County, Mississippi",us,33.5274427,-90.37483540000001,2388,98.0,,32,0,0,2020-12-17 17:45:41.346197+00:00
6505,União de Minas,br,-19.5288026,-50.3341593,21,0.0,,0,0,0,2020-06-13 00:20:38.417513+00:00
6506,Porto Real do Colégio,br,-10.1853206,-36.8378849,44,0.0,,1,0,0,2020-06-13 00:20:22.910550+00:00
6507,"Alameda County, California",us,37.6016892,-121.7195459,40772,563.0,,725,0,0,2020-12-17 17:45:41.346197+00:00
6508,Quaraí,br,-30.3845133,-56.4488086,15,2.0,,0,0,0,2020-06-13 00:20:24.362114+00:00
6509,Thar,sa,17.9809401,44.1055372,14,0.0,6.0,0,0,0,2020-07-01 06:48:19.904144+00:00
6510,Camapuã,br,-19.5351258,-54.0435563,3,0.0,,0,0,0,2020-06-13 00:19:48.570212+00:00
6511,"Highlands County, Florida",us,27.3400286,-81.34002679999999,4470,186.0,,50,0,0,2020-12-17 17:45:41.346197+00:00
6512,São Roque de Minas,br,-20.177911,-46.43930539999999,1,0.0,,0,0,0,2020-06-13 00:20:35.027145+00:00
6513,"Pamlico County, North Carolina",us,35.1337865,-76.6874701,479,5.0,,3,0,0,2020-12-17 17:45:41.346197+00:00
6514,"Chisago County, Minnesota",us,45.524828,-92.9550305,3877,24.0,,29,0,0,2020-12-17 17:45:41.346197+00:00
6515,Cambará,br,-23.0465275,-50.0720238,7,0.0,,4,0,0,2020-06-13 00:19:48.634004+00:00
6516,"Weakley County, Tennessee",us,36.3428865,-88.7108964,2680,40.0,0.0,40,-1,0,2020-12-17 17:48:16.112082+00:00
6517,Songjiang district,cn,31.032243,121.227747,14,0.0,14.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6518,"Stephenson County, Illinois",us,42.31448899999999,-89.62516459999999,2989,51.0,,36,12,0,2020-12-17 17:45:41.346197+00:00
6519,"Boone County, Missouri",us,39.0468547,-92.38136209999999,12427,43.0,,173,3,0,2020-12-17 17:45:41.346197+00:00
6520,"Oliver County, North Dakota",us,47.1217918,-101.342985,144,2.0,,2,0,0,2020-12-17 17:45:41.346197+00:00
6521,Liangshan State,cn,27.88157,102.267712,14,0.0,14.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6522,Chengmei,cn,23.525984,116.75,9,1.0,8.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6523,"Tallapoosa County, Alabama",us,32.9201244,-85.84862360000001,2131,96.0,,25,1,0,2020-12-17 17:45:41.346197+00:00
6524,"Guilford County, North Carolina",us,36.0899873,-79.8296743,21086,290.0,,208,8,0,2020-12-17 17:45:41.346197+00:00
6525,Dário Meira,br,-14.4325021,-39.9037702,16,1.0,,2,1,0,2020-06-13 00:19:56.957826+00:00
6526,Chiba,jp,35.6074041,140.1065366,926,45.0,847.0,1,0,0,2020-06-13 00:21:00.696874+00:00
6527,Borborema,br,-21.6221584,-49.0786259,14,0.0,,1,0,0,2020-06-13 00:19:46.460374+00:00
6528,Terra Boa,br,-23.7681902,-52.4476813,17,2.0,,4,1,0,2020-06-13 00:20:36.402784+00:00
6529,Campo Grande,br,-20.4697105,-54.6201211,608,8.0,,48,0,0,2020-06-13 00:19:49.030863+00:00
6530,Leusden,nl,52.1317932,5.429469200000001,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6531,"San Benito County, California",us,36.5760883,-120.9876321,2687,23.0,,45,1,0,2020-12-17 17:45:41.346197+00:00
6532,"Lincoln County, Wyoming",us,42.0703294,-110.5215459,801,10.0,0.0,3,0,0,2020-12-17 17:48:16.112082+00:00
6533,"Worcester County, Maryland",us,38.1584227,-75.4344727,1788,42.0,,15,0,0,2020-12-17 17:45:41.346197+00:00
6534,Januário Cicco,br,-6.1583665,-35.6020276,3,0.0,,0,0,0,2020-06-13 00:20:06.315662+00:00
6535,"Bollinger County, Missouri",us,37.2115595,-90.0746767,919,11.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6536,Hohhot,cn,40.842356,111.749995,7,0.0,7.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6537,"Platte County, Missouri",us,39.34756489999999,-94.7691586,2068,18.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6538,Pato Bragado,br,-24.6279738,-54.2262243,1,0.0,,0,0,0,2020-06-13 00:20:19.265577+00:00
6539,Molenlanden,nl,51.9242615,4.822187,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6540,"Kosciusko County, Indiana",us,41.2864679,-85.84862360000001,6202,66.0,,49,1,0,2020-12-17 17:45:41.346197+00:00
6541,Ribeirão dos Índios,br,-21.8388352,-51.60245380000001,1,0.0,,0,0,0,2020-06-13 00:20:25.796791+00:00
6542,Codajás,br,-3.8400079,-62.06102250000001,93,2.0,,0,0,0,2020-06-13 00:19:52.228438+00:00
6543,Tabocas do Brejo Velho,br,-12.7038395,-44.0080232,0,0.0,,0,0,0,2020-06-11 22:49:09.857931+00:00
6544,"Stanton County, Nebraska",us,41.9329995,-97.179026,286,5.0,,12,1,0,2020-12-17 17:45:41.346197+00:00
6545,Simão Dias,br,-10.7397921,-37.809338,157,3.0,,0,1,0,2020-06-13 00:20:31.071333+00:00
6546,"Hardy County, West Virginia",us,39.0416116,-78.9288242,578,6.0,0.0,25,1,0,2020-12-17 17:48:16.112082+00:00
6547,"Skamania County, Washington",us,45.9428524,-121.8962257,153,1.0,0.0,0,0,0,2020-12-17 17:48:16.112082+00:00
6548,Crissiumal,br,-27.5016593,-54.0989836,2,0.0,,0,0,0,2020-06-13 00:19:54.283780+00:00
6549,Uelzen,de,52.9658199,10.5580304,433,8.0,,0,0,0,2020-12-17 00:00:00+00:00
6550,Potirendaba,br,-21.0424305,-49.3766298,18,1.0,,1,0,0,2020-06-13 00:20:23.193266+00:00
6551,Miguel Alves,br,-4.1689558,-42.8966821,106,1.0,,0,0,0,2020-06-13 00:20:13.104541+00:00
6552,Nieuwkoop,nl,52.1500559,4.777359,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6553,Ribeirão Grande,br,-24.0987707,-48.3652056,5,0.0,,0,0,0,2020-06-13 00:20:25.710508+00:00
6554,"Penuelas County, Puerto Rico",us,18.0633577,-66.7273896,258,0.0,0.0,7,0,0,2020-12-17 17:48:16.112082+00:00
6555,"Del Norte County, California",us,41.7076287,-123.9659708,587,2.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6556,Emmendingen,de,48.1170918,7.853904699999998,2784,83.0,,0,0,0,2020-12-17 00:00:00+00:00
6557,"Anderson County, Kansas",us,38.2809328,-95.3102505,458,0.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6558,Cotia,br,-23.6026684,-46.9194693,810,64.0,,18,0,0,2020-06-13 00:19:54.059914+00:00
6559,Zhongshan,cn,22.517585,113.39277,69,0.0,69.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6560,"Boone County, Nebraska",us,41.7172326,-98.04651849999999,390,3.0,,5,0,0,2020-12-17 17:45:41.346197+00:00
6561,"Jefferson County, Missouri",us,38.2310301,-90.52578229999999,15112,121.0,,174,0,0,2020-12-17 17:45:41.346197+00:00
6562,Lüneburg,de,53.2464214,10.4115179,1112,17.0,,0,0,0,2020-12-17 00:00:00+00:00
6563,Saar-Pfalz-Kreis,de,49.1804828,7.219358199999999,2129,27.0,,0,0,0,2020-12-17 00:00:00+00:00
6564,Nottingham,gb,52.95478319999999,-1.1581086,579,,,0,0,0,2020-05-14 15:01:09+00:00
6565,São Valentim,br,-27.5581004,-52.52439219999999,19,0.0,,0,0,0,2020-06-13 00:20:35.332745+00:00
6566,Sanmenxia,cn,34.772792,111.200367,7,1.0,6.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6567,Rebouças,br,-25.6236858,-50.6867974,3,0.0,,0,0,0,2020-06-13 00:20:25.168167+00:00
6568,Casca,br,-28.6120229,-51.95801640000001,9,0.0,,0,0,0,2020-06-13 00:19:50.764437+00:00
6569,Jieyang,cn,23.549701,116.372708,11,0.0,11.0,0,0,0,2020-12-18 17:54:48.508171+00:00
