,location,country_code,latitude,longitude,confirmed,dead,recovered,velocity_confirmed,velocity_dead,velocity_recovered,updated
835,"San Joaquin County, California",us,37.9175935,-121.1710389,35010,556.0,,1161,7,0,2020-12-17 17:45:41.346197+00:00
836,"Perry County, Ohio",us,39.7641353,-82.25832969999999,1526,15.0,,64,0,0,2020-12-17 17:45:41.346197+00:00
837,"Logan County, Nebraska",us,41.5155698,-100.5296115,58,0.0,,0,0,0,2020-12-17 17:45:41.346197+00:00
838,Nova Resende,br,-21.1123858,-46.400872,1,0.0,,0,0,0,2020-06-13 00:20:16.616276+00:00
839,Rio Tinto,br,38.8981064,-77.024354,161,4.0,,28,1,0,2020-06-13 00:20:26.223115+00:00
840,Peritoró,br,-4.3736761,-44.3414449,286,1.0,,2,0,0,2020-06-13 00:20:20.369620+00:00
841,"Grant County, Oregon",us,44.4384077,-118.8917326,161,1.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
842,São Ludgero,br,-28.3291007,-49.1789776,38,1.0,,2,0,0,2020-06-13 00:20:34.268885+00:00
843,Belo Horizonte,br,-19.9166813,-43.9344931,3094,66.0,,175,0,0,2020-06-13 00:19:45.094020+00:00
844,Itaipava do Grajaú,br,-5.1431995,-45.7892087,55,0.0,,0,0,0,2020-06-13 00:20:03.885757+00:00
845,"Crockett County, Texas",us,30.5977955,-101.1617356,483,8.0,0.0,5,0,0,2020-12-17 17:48:16.112082+00:00
846,Ocauçu,br,-22.4405968,-49.9208703,0,0.0,,0,0,0,2020-06-13 00:20:17.164115+00:00
847,"Hillsdale County, Michigan",us,41.8685961,-84.5222189,2303,50.0,,32,1,0,2020-12-17 17:45:41.346197+00:00
848,"Menominee County, Michigan",us,45.4995277,-87.5746277,1533,22.0,,12,-1,0,2020-12-17 17:45:41.346197+00:00
849,"Gladwin County, Michigan",us,44.0327885,-84.3542049,1076,22.0,,6,2,0,2020-12-17 17:45:41.346197+00:00
850,Luiziânia,br,-21.6742213,-50.3299084,1,0.0,,0,0,0,2020-06-13 00:20:10.276003+00:00
851,"Sierra County, New Mexico",us,33.13459600000001,-107.1011931,477,25.0,,4,5,0,2020-12-17 17:45:41.346197+00:00
852,"Haakon County, South Dakota",us,44.2671365,-101.5248055,212,5.0,0.0,8,0,0,2020-12-17 17:48:16.112082+00:00
853,Doutor Severiano,br,-6.095713399999999,-38.3759655,6,0.0,,0,0,0,2020-06-13 00:19:56.828932+00:00
854,Descalvado,br,-21.9159354,-47.6202833,14,1.0,,0,0,0,2020-06-13 00:19:56.114684+00:00
855,"Bay County, Michigan",us,43.7109732,-84.01674229999999,5676,157.0,,63,3,0,2020-12-17 17:45:41.346197+00:00
856,Itamaraju,br,-17.0389098,-39.529653,223,3.0,,9,0,0,2020-06-13 00:20:04.081385+00:00
857,Weert,nl,51.2519718,5.7138711,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
858,"Henrico County, Virginia",us,37.5059332,-77.3324425,10345,271.0,0.0,85,0,0,2020-12-17 17:48:16.112082+00:00
859,Antas,br,-10.410047,-38.3321596,2,0.0,,0,0,0,2020-06-13 00:19:42.042421+00:00
860,Milagres do Maranhão,br,-3.5806119,-42.6105843,64,0.0,,18,0,0,2020-06-13 00:20:13.156726+00:00
861,"Fremont County, Colorado",us,38.5306514,-105.5005483,3903,12.0,,39,0,0,2020-12-17 17:45:41.346197+00:00
862,Nova Castilho,br,-20.7637937,-50.342374,1,1.0,,0,0,0,2020-06-13 00:20:15.974098+00:00
863,Piaçabuçu,br,-10.4073113,-36.4313297,103,4.0,,3,0,0,2020-06-13 00:20:20.491365+00:00
864,"San German County, Puerto Rico",us,18.0807082,-67.0411096,216,0.0,0.0,3,0,0,2020-12-17 17:48:16.112082+00:00
865,"Skagit County, Washington",us,48.4241961,-121.7114362,2741,31.0,0.0,0,0,0,2020-12-17 17:48:16.112082+00:00
866,"Fallon County, Montana",us,46.3762402,-104.4280327,263,1.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
867,"Grant County, North Dakota",us,46.3951108,-101.5535564,167,7.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
868,Barreiras do Piauí,br,-9.922778300000001,-45.4772439,1,0.0,,0,0,0,2020-06-13 00:19:44.540932+00:00
869,Brazabrantes,br,-16.4299644,-49.3864604,2,0.0,,0,0,0,2020-06-13 00:19:46.731161+00:00
870,Alto Alegre do Maranhão,br,-4.1599147,-44.9665687,225,7.0,,0,0,0,2020-06-13 00:19:41.028865+00:00
871,"Thurston County, Washington",us,46.8645747,-122.7695986,4031,50.0,0.0,0,0,0,2020-12-17 17:48:16.112082+00:00
872,"Pulaski County, Georgia",us,32.232644,-83.46435509999999,524,30.0,,7,0,0,2020-12-17 17:45:41.346197+00:00
873,"Duval County, Florida",us,30.3500511,-81.6035062,52674,692.0,,738,0,0,2020-12-17 17:45:41.346197+00:00
874,"Baltimore city, Maryland",us,39.2903848,-76.6121893,28874,641.0,,266,6,0,2020-12-17 17:45:41.346197+00:00
875,"Wayne County, Ohio",us,40.7588598,-81.9534815,5057,128.0,,94,1,0,2020-12-17 17:45:41.346197+00:00
876,"Sumter County, Georgia",us,31.9981596,-84.2278796,1516,73.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
877,Zhuzhou,cn,27.827986,113.133853,80,0.0,80.0,0,0,0,2020-12-18 17:54:48.508171+00:00
878,Barra Velha,br,-26.6331439,-48.6846608,34,0.0,,1,0,0,2020-06-13 00:19:44.281399+00:00
879,"Franklin County, Mississippi",us,31.4883928,-90.86751339999999,491,6.0,,16,0,0,2020-12-17 17:45:41.346197+00:00
880,"Crawford County, Illinois",us,39.0499568,-87.77633329999999,1424,25.0,,20,9,0,2020-12-17 17:45:41.346197+00:00
881,Tula Oblast,ru,54.163768,37.5649507,19934,598.0,17457.0,0,0,0,2020-12-18 17:54:55.077257+00:00
882,Aquidauana,br,-20.46526,-55.78509589999999,0,0.0,,0,0,0,2020-06-13 00:19:42.387797+00:00
883,West  Iceland,is,64.770434,-21.5341294,44,,,0,0,0,2020-12-18 17:48:46.955602+00:00
884,Vassouras,br,-22.4087928,-43.67021889999999,177,11.0,,0,0,0,2020-06-13 00:20:39.121593+00:00
885,"Tehama County, California",us,40.0982197,-122.174605,2557,31.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
886,Alcântara,br,-2.4039377,-44.41525439999999,23,4.0,,0,1,0,2020-06-13 00:19:40.644413+00:00
887,Santa Rita do Tocantins,br,-10.8621444,-48.9165477,0,0.0,,0,0,0,2020-06-11 22:49:03.221439+00:00
888,Rhône,fr,45.6402905,5.6864994,11206,1731.0,8408.0,0,0,0,2020-12-18 17:53:12.014827+00:00
889,Barra do Piraí,br,-22.4570139,-43.8393942,254,21.0,,0,0,0,2020-06-13 00:19:44.434884+00:00
890,An Nabhaniyyah,sa,25.8579098,43.0680491,39,0.0,6.0,0,0,0,2020-07-01 06:48:20.264641+00:00
891,"Gurabo County, Puerto Rico",us,18.2543987,-65.9729421,891,0.0,0.0,14,0,0,2020-12-17 17:48:16.112082+00:00
892,Manhumirim,br,-20.3596647,-41.95889,1,0.0,,0,0,0,2020-06-13 00:20:11.216752+00:00
893,Overseas Imports,cn,37.09024,-95.712891,237,0.0,232.0,0,0,0,2020-12-18 17:54:48.508171+00:00
894,"Worcester County, Massachusetts",us,42.4096528,-71.8571331,36535,1377.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
895,Terschelling,nl,53.3978747,5.3466786,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
896,"Rio Arriba County, New Mexico",us,36.6162892,-106.7234639,1941,35.0,,75,2,0,2020-12-17 17:45:41.346197+00:00
897,Zweibrücken,de,49.2450528,7.3634022,317,2.0,,0,0,0,2020-12-17 00:00:00+00:00
898,"Putnam County, Ohio",us,41.0540759,-84.1857115,2978,62.0,,41,1,0,2020-12-17 17:45:41.346197+00:00
899,"Washington County, Pennsylvania",us,40.1367719,-80.1875065,7153,106.0,,135,3,0,2020-12-17 17:45:41.346197+00:00
900,Skikda,dz,36.8715199,6.910180599999999,698,698.0,8.0,0,0,0,2020-12-18 17:48:45.217035+00:00
901,"Elbert County, Colorado",us,39.35370040000001,-104.1930918,849,6.0,,8,1,0,2020-12-17 17:45:41.346197+00:00
902,Fartura,br,-23.3879944,-49.5076524,10,1.0,,3,0,0,2020-06-13 00:19:57.917725+00:00
903,Araputanga,br,-15.4706866,-58.34559549999999,9,0.0,,0,0,0,2020-06-13 00:19:42.737488+00:00
904,Huairou District,cn,40.316304,116.631979,7,0.0,0.0,0,0,0,2020-12-18 17:54:48.508171+00:00
905,Ubá,br,-21.120123,-42.9426188,80,1.0,,0,0,0,2020-06-13 00:20:38.164808+00:00
906,Joan,cn,37.09024,-95.712891,1,0.0,1.0,0,0,0,2020-12-18 17:54:48.508171+00:00
907,Iracema,br,-5.812796,-38.2922861,22,1.0,,0,0,0,2020-06-13 00:20:03.216525+00:00
908,Planaltina,br,-15.6216249,-47.65215140000001,139,7.0,,0,0,0,2020-06-13 00:20:21.659964+00:00
909,Itacarambi,br,-15.0894816,-44.09540860000001,4,0.0,,0,0,0,2020-06-13 00:20:03.689638+00:00
910,"Lafayette County, Arkansas",us,33.2511695,-93.62178019999999,301,4.0,,6,0,0,2020-12-17 17:45:41.346197+00:00
911,Jataizinho,br,-23.2582928,-50.9782288,10,1.0,,0,0,0,2020-06-13 00:20:06.706819+00:00
912,"Wakulla County, Florida",us,30.1301689,-84.3542049,1852,20.0,,18,0,0,2020-12-17 17:45:41.346197+00:00
913,"Prowers County, Colorado",us,37.84337560000001,-102.2547919,904,19.0,,11,0,0,2020-12-17 17:45:41.346197+00:00
914,Santa Terezinha do Tocantins,br,-6.4447739,-47.6688132,0,0.0,,0,0,0,2020-06-13 00:20:28.550355+00:00
915,Milagres,br,-7.3155983,-38.9384361,29,2.0,,0,0,0,2020-06-13 00:20:13.183185+00:00
916,"Sarasota County, Florida",us,27.1995986,-82.34518899999999,16389,454.0,,200,4,0,2020-12-17 17:45:41.346197+00:00
917,Antonina,br,-25.4328356,-48.7162067,10,0.0,,1,0,0,2020-06-13 00:19:42.063981+00:00
918,Natal,br,-5.7792569,-35.200916,4367,168.0,,0,0,0,2020-06-13 00:20:15.222717+00:00
919,Main-Taunus-Kreis,de,50.1171096,8.4207448,3962,64.0,,0,0,0,2020-12-17 00:00:00+00:00
920,Vaupés,co,0.8553561,-70.81199529999999,11,0.0,11.0,0,0,0,2020-06-13 00:20:43.704995+00:00
921,Tin shui,cn,22.4569263,114.0039643,12,0.0,12.0,0,0,0,2020-12-18 17:54:48.508171+00:00
922,Baixa Grande do Ribeiro,br,-8.489240299999999,-45.1494505,18,1.0,,0,0,0,2020-06-13 00:19:43.924576+00:00
923,Rio Branco do Sul,br,-25.1897803,-49.3135479,10,0.0,,1,0,0,2020-06-13 00:20:25.908896+00:00
924,"Utuado County, Puerto Rico",us,18.2655095,-66.70045189999999,415,0.0,0.0,17,0,0,2020-12-17 17:48:16.112082+00:00
925,"Logan County, Illinois",us,40.061338,-89.3226954,2470,39.0,,19,10,0,2020-12-17 17:45:41.346197+00:00
926,Arauá,br,-11.2629642,-37.6213915,8,3.0,,2,0,0,2020-06-13 00:19:42.987140+00:00
927,"Attala County, Mississippi",us,33.1683267,-89.62516459999999,1490,43.0,,21,0,0,2020-12-17 17:45:41.346197+00:00
928,"Kingman County, Kansas",us,37.6071593,-98.2212979,491,5.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
929,South Iceland,is,64.2661426,-18.8158139,179,,,0,0,0,2020-12-18 17:48:46.906879+00:00
930,Prignitz,de,53.0392549,12.0455484,608,6.0,,0,0,0,2020-12-17 00:00:00+00:00
931,oslo,no,59.9138688,10.7522454,12499,,,228,0,0,2020-12-18 17:48:46.317418+00:00
932,Anhalt-Bitterfeld,de,51.7537917,11.9895626,1141,9.0,,0,0,0,2020-12-17 00:00:00+00:00
933,"Allen County, Indiana",us,41.0932622,-85.02334599999999,25102,440.0,,289,8,0,2020-12-17 17:45:41.346197+00:00
934,"Appling County, Georgia",us,31.712238,-82.25832969999999,1484,42.0,,21,0,0,2020-12-17 17:45:41.346197+00:00
935,Martinópolis,br,-22.1495075,-51.1721032,9,1.0,,0,0,0,2020-06-13 00:20:12.316937+00:00
936,"Hamilton County, Florida",us,30.47559579999999,-82.95015579999999,1099,12.0,,15,0,0,2020-12-17 17:45:41.346197+00:00
937,"Allegany County, New York",us,42.3129816,-78.0195387,1468,65.0,,17,0,0,2020-12-17 17:45:41.346197+00:00
938,'s-Hertogenbosch,nl,51.6978162,5.3036748,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
939,Braga,br,41.5545908,-8.410342199999999,2,0.0,,0,0,0,2020-06-13 00:19:46.569788+00:00
940,"Rooks County, Kansas",us,39.3638509,-99.2785583,446,9.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
941,"Camas County, Idaho",us,43.5093688,-114.8243665,56,0.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
942,Cajamar,br,-23.3550047,-46.87886719999999,441,29.0,,25,1,0,2020-06-13 00:19:48.305054+00:00
943,"El Paso County, Colorado",us,38.9108325,-104.4723301,37096,465.0,,490,6,0,2020-12-17 17:45:41.346197+00:00
944,São Caetano de Odivelas,br,-0.744838,-48.0221415,253,15.0,,0,0,0,2020-06-13 00:20:31.924419+00:00
945,Corinto,br,-18.3646982,-44.4521214,35,0.0,,0,0,0,2020-06-13 00:19:53.486808+00:00
946,Corbélia,br,-24.795383,-53.2960968,16,0.0,,1,0,0,2020-06-13 00:19:53.349719+00:00
947,Recursolândia,br,-8.7231092,-47.2425262,0,0.0,,0,0,0,2020-06-13 00:20:25.198814+00:00
948,"Chickasaw County, Iowa",us,43.0724667,-92.38136209999999,979,10.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
949,"Taylor County, Iowa",us,40.7846069,-94.645035,508,8.0,,0,0,0,2020-12-17 17:45:41.346197+00:00
950,"Upton County, Texas",us,31.33848429999999,-101.9804613,225,6.0,0.0,3,0,0,2020-12-17 17:48:16.112082+00:00
951,Gouveia,br,-18.4564212,-43.7418035,1,0.0,,0,0,0,2020-06-13 00:19:59.867506+00:00
952,"Rappahannock County, Virginia",us,38.6762327,-78.1564432,132,2.0,0.0,9,0,0,2020-12-17 17:48:16.112082+00:00
953,Ribeirópolis,br,-10.5405031,-37.4382054,27,2.0,,0,0,0,2020-06-13 00:20:25.817920+00:00
954,Axixá,br,-2.8230648,-44.0770134,42,1.0,,1,0,0,2020-06-13 00:19:43.779871+00:00
955,São João de Iracema,br,-20.5128425,-50.3537328,3,0.0,,1,0,0,2020-06-13 00:20:33.710808+00:00
956,Altamira,br,-3.1986176,-52.2103299,705,27.0,,0,0,0,2020-06-13 00:19:40.977583+00:00
957,Marcos Parente,br,-7.116050599999999,-43.8929931,5,0.0,,0,0,0,2020-06-13 00:20:11.838643+00:00
958,Caarapó,br,-22.6343857,-54.8233506,5,0.0,,-1,0,0,2020-06-13 00:19:47.635721+00:00
959,Venâncio Aires,br,-29.6290849,-52.1846999,209,7.0,,0,0,0,2020-06-13 00:20:39.174473+00:00
960,Lagoa da Prata,br,-19.993828,-45.4874873,159,1.0,,5,0,0,2020-06-13 00:20:08.727313+00:00
961,Bugre,br,-19.3433398,-42.3347949,1,0.0,,0,0,0,2020-06-13 00:19:47.143474+00:00
962,Ibirá,br,-21.0815917,-49.2391364,4,0.0,,0,0,0,2020-06-13 00:20:01.662710+00:00
963,Baden-Baden,de,48.76564,8.228524199999999,871,28.0,,0,0,0,2020-12-17 00:00:00+00:00
964,"Coleman County, Texas",us,31.7320219,-99.456155,311,13.0,0.0,3,0,0,2020-12-17 17:48:16.112082+00:00
965,"New London County, Connecticut",us,41.5185189,-72.0468164,8716,207.0,,154,5,0,2020-12-17 17:45:41.346197+00:00
966,"Tift County, Georgia",us,31.4205597,-83.54965659999999,3072,79.0,,31,0,0,2020-12-17 17:45:41.346197+00:00
967,Noardeast-FryslÃ¢n,nl,53.3500097,5.960837499999999,0,0.0,,0,0,0,2020-12-01 12:48:48.862085+00:00
968,Paranaíta,br,-9.6726607,-56.4727738,3,0.0,,0,0,0,2020-06-13 00:20:18.667883+00:00
969,"Bayfield County, Wisconsin",us,46.6650481,-91.12220070000001,882,16.0,0.0,12,0,0,2020-12-17 17:48:16.112082+00:00
970,Barra do Ouro,br,-7.712335500000001,-47.6744418,5,2.0,,0,0,0,2020-06-13 00:19:44.424547+00:00
971,Bofete,br,-23.1012119,-48.2616994,29,2.0,,0,0,0,2020-06-13 00:19:45.859034+00:00
972,"Pike County, Missouri",us,39.3964742,-91.28910359999999,1148,11.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
973,Gramado Xavier,br,-29.271064,-52.5800101,1,0.0,,0,0,0,2020-06-13 00:20:00.056043+00:00
974,Mossâmedes,br,-16.1252741,-50.2141433,2,0.0,,0,0,0,2020-06-13 00:20:14.698566+00:00
975,Bazhong,cn,31.867903,106.747477,24,0.0,24.0,0,0,0,2020-12-18 17:54:48.508171+00:00
976,"Allegheny County, Pennsylvania",us,40.4450813,-80.0087746,43857,767.0,,850,26,0,2020-12-17 17:45:41.346197+00:00
977,"Dallas County, Iowa",us,41.6120022,-93.9878427,7341,60.0,,56,0,0,2020-12-17 17:45:41.346197+00:00
978,Olinda Nova do Maranhão,br,-2.9933201,-44.9901454,59,4.0,,0,0,0,2020-06-13 00:20:17.392667+00:00
979,"Mahnomen County, Minnesota",us,47.3811737,-95.797516,365,6.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
980,Rolante,br,-29.6518847,-50.57670780000001,10,0.0,,0,0,0,2020-06-13 00:20:26.481225+00:00
981,Hengyang,cn,26.893368,112.572018,48,0.0,48.0,0,0,0,2020-12-18 17:54:48.508171+00:00
982,"Archer County, Texas",us,33.5761511,-98.7481167,438,4.0,0.0,8,0,0,2020-12-17 17:48:16.112082+00:00
983,Newcastle upon Tyne,gb,54.978252,-1.61778,1013,,,0,0,0,2020-05-14 15:01:09+00:00
984,Al Quwarah,sa,26.7709451,43.47411,16,0.0,4.0,0,0,0,2020-07-01 06:48:20.291984+00:00
985,Landsmeer,nl,52.4403382,4.9209232,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
986,Pirpirituba,br,-6.7811243,-35.496794,33,0.0,,0,0,0,2020-06-13 00:20:21.486909+00:00
987,Pariconha,br,-9.2554242,-38.00267840000001,6,0.0,,0,0,0,2020-06-13 00:20:18.933549+00:00
988,Paripiranga,br,-10.6840029,-37.8629798,4,0.0,,1,0,0,2020-06-13 00:20:18.955342+00:00
989,"Androscoggin County, Maine",us,44.19124160000001,-70.17070369999999,2075,39.0,,18,0,0,2020-12-17 17:45:41.346197+00:00
990,"Hendricks County, Indiana",us,39.8064942,-86.5400674,9575,205.0,,174,0,0,2020-12-17 17:45:41.346197+00:00
991,Al Hariq,sa,23.6245445,46.5114487,17,0.0,14.0,0,0,0,2020-07-01 06:48:19.879810+00:00
992,"Waller County, Texas",us,29.9751629,-96.02557379999999,1643,21.0,0.0,28,0,0,2020-12-17 17:48:16.112082+00:00
993,"Ward County, North Dakota",us,48.21474509999999,-101.5805256,8204,163.0,,20,15,0,2020-12-17 17:45:41.346197+00:00
994,Guests.,cn,36.102576,-115.1702533,11,0.0,11.0,0,0,0,2020-12-18 17:54:48.508171+00:00
995,Santa Maria do Cambucá,br,-7.833388599999999,-35.8809269,7,1.0,,0,0,0,2020-06-13 00:20:28.134825+00:00
996,Alto Caparaó,br,-20.4667289,-41.8700097,2,0.0,,0,0,0,2020-06-13 00:19:41.121915+00:00
997,Caldeirão Grande,br,-11.0212955,-40.3042406,7,0.0,,1,0,0,2020-06-13 00:19:48.488475+00:00
998,Belágua,br,-3.1552268,-43.5125387,162,0.0,,0,0,0,2020-06-13 00:19:45.167538+00:00
999,Chapadão do Sul,br,-18.7943811,-52.61910260000001,49,0.0,,3,0,0,2020-06-13 00:19:51.630121+00:00
1000,"Doniphan County, Kansas",us,39.8245628,-95.18492189999999,607,5.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
1001,Extrema,br,-22.8564961,-46.3259721,222,4.0,,16,0,0,2020-06-13 00:19:57.808651+00:00
1002,"Lea County, New Mexico",us,32.8968816,-103.3587288,6074,74.0,,77,4,0,2020-12-17 17:45:41.346197+00:00
1003,Hattem,nl,52.4739306,6.0681758,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
1004,"Bath County, Kentucky",us,38.1068164,-83.7199136,401,2.0,,8,0,0,2020-12-17 17:45:41.346197+00:00
1005,Prado Ferreira,br,-23.0419867,-51.44377950000001,4,0.0,,0,0,0,2020-06-13 00:20:23.535523+00:00
1006,Farroupilha,br,-29.2231867,-51.3423619,330,4.0,,-1,0,0,2020-06-13 00:19:57.896722+00:00
1007,Sucupira,br,-11.993461,-48.9689468,0,0.0,,0,0,0,2020-06-13 00:20:31.542740+00:00
1008,P.A. Trento,it,46.06893511,11.12123097,19804,835.0,16109.0,251,14,428,2020-12-18 17:53:09.351651+00:00
1009,"Boone County, Arkansas",us,36.3118662,-93.0175712,2273,54.0,,49,1,0,2020-12-17 17:45:41.346197+00:00
1010,Newham,gb,51.5255162,0.0352163,985,,,0,0,0,2020-05-14 15:01:09+00:00
1011,"Lyman County, South Dakota",us,43.9016694,-99.8124935,505,9.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
1012,"Porter County, Indiana",us,41.5248577,-87.10237459999999,11219,129.0,,143,2,0,2020-12-17 17:45:41.346197+00:00
1013,Al Aqiq,sa,20.2795444,41.6510644,1,0.0,0.0,0,0,0,2020-05-10 16:49:37.042881+00:00
1014,"Beaverhead County, Montana",us,45.2135118,-113.1093046,720,7.0,,13,0,0,2020-12-17 17:45:41.346197+00:00
1015,Lhasa,cn,29.65483799999999,91.140552,1,0.0,1.0,0,0,0,2020-12-18 17:54:48.508171+00:00
1016,"Codington County, South Dakota",us,44.9953593,-97.23487460000001,3228,64.0,0.0,24,0,0,2020-12-17 17:48:16.112082+00:00
1017,General Salgado,br,-20.6445174,-50.3637524,26,0.0,,2,0,0,2020-06-13 00:19:59.514839+00:00
1018,"Missaukee County, Michigan",us,44.366621,-85.02334599999999,400,8.0,,3,1,0,2020-12-17 17:45:41.346197+00:00
1019,"Columbia County, Wisconsin",us,43.40466319999999,-89.3226954,4216,25.0,0.0,44,2,0,2020-12-17 17:48:16.112082+00:00
1020,"San Juan County, Puerto Rico",us,18.4655394,-66.1057355,9854,0.0,0.0,119,0,0,2020-12-17 17:48:16.112082+00:00
1021,Palhano,br,-4.7019543,-38.0419836,28,1.0,,0,-1,0,2020-06-13 00:20:18.022080+00:00
1022,São Salvador do Tocantins,br,-12.7461866,-48.23558939999999,1,0.0,,0,0,0,2020-06-13 00:20:35.064051+00:00
1023,Guaratinga,br,-16.5857515,-39.7843744,6,0.0,,1,0,0,2020-06-13 00:20:00.697155+00:00
1024,Bielefeld,de,52.0302285,8.532470800000002,6176,66.0,,0,0,0,2020-12-17 00:00:00+00:00
1025,Sétif,dz,36.1969027,5.4150871,3408,3408.0,61.0,0,0,0,2020-12-18 17:48:45.175261+00:00
1026,Baoyu District.,cn,41.795918,123.354068,60,2.0,58.0,0,0,0,2020-12-18 17:54:48.508171+00:00
1027,Sajer,sa,25.1858677,44.6019551,18,0.0,0.0,0,0,0,2020-05-10 16:49:37.196957+00:00
1028,Sistan and Baluchestan,ir,27.5299906,60.58206759999999,134,,,0,0,0,2020-07-01 06:48:22.283734+00:00
1029,"Carteret County, North Carolina",us,34.9019263,-76.5488232,2298,16.0,,46,0,0,2020-12-17 17:45:41.346197+00:00
1030,"Daviess County, Indiana",us,38.7020241,-87.14228949999999,2065,64.0,,18,0,0,2020-12-17 17:45:41.346197+00:00
1031,"Okeechobee County, Florida",us,27.3462015,-80.89865019999999,2218,49.0,,3,0,0,2020-12-17 17:45:41.346197+00:00
1032,"Montgomery County, New York",us,42.915521,-74.4525627,868,23.0,,11,1,0,2020-12-17 17:45:41.346197+00:00
1033,"Seminole County, Georgia",us,30.9331429,-84.8984775,610,12.0,,5,0,0,2020-12-17 17:45:41.346197+00:00
1034,Bautzen,de,51.18229299999999,14.4237749,10845,181.0,,0,0,0,2020-12-17 00:00:00+00:00
1035,"Lincoln County, Missouri",us,39.0669568,-90.9820668,3147,17.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
1036,"Floyd County, Texas",us,34.0791533,-101.2523792,489,17.0,0.0,2,0,0,2020-12-17 17:48:16.112082+00:00
1037,Baja California,mx,30.8406338,-115.2837585,23856,3986.0,15928.0,0,0,0,2020-12-18 17:48:42.564086+00:00
1038,Pojuca,br,-12.3810399,-38.2533052,78,1.0,,15,0,0,2020-06-13 00:20:21.829736+00:00
1039,Stede Broec,nl,52.6996021,5.2323254,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
1040,"McIntosh County, North Dakota",us,46.054323,-99.376592,301,7.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
1041,Lagoa Grande do Maranhão,br,-4.813333,-45.32194399999999,41,0.0,,0,0,0,2020-06-13 00:20:08.559476+00:00
1042,"Bannock County, Idaho",us,42.5836362,-112.1430215,5837,51.0,,64,2,0,2020-12-17 17:45:41.346197+00:00
1043,Hardenberg,nl,52.5754084,6.6166947,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
1044,Imbaú,br,-24.4461968,-50.7604165,19,1.0,,2,0,0,2020-06-13 00:20:02.359187+00:00
1045,Taguatinga,br,-15.8107481,-48.065751,0,0.0,,0,0,0,2020-06-11 22:49:09.981007+00:00
1046,Gifhorn,de,52.4809091,10.5507829,1480,13.0,,0,0,0,2020-12-17 00:00:00+00:00
1047,Santaluz,br,-11.2544854,-39.3752039,21,0.0,,0,0,0,2020-06-13 00:20:28.607176+00:00
1048,Carlos Barbosa,br,-29.2950409,-51.50089209999999,211,4.0,,4,0,0,2020-06-13 00:19:50.435058+00:00
1049,"Sevier County, Arkansas",us,34.0346222,-94.27436279999999,1921,20.0,,11,0,0,2020-12-17 17:45:41.346197+00:00
1050,Cametá,br,-2.2414892,-49.4984804,2029,66.0,,0,0,0,2020-06-13 00:19:48.698805+00:00
1051,"Greene County, Indiana",us,39.0321796,-86.9824288,1630,58.0,,27,0,0,2020-12-17 17:45:41.346197+00:00
1052,"Clayton County, Iowa",us,42.7785285,-91.28910359999999,1285,31.0,,8,3,0,2020-12-17 17:45:41.346197+00:00
1053,Chaval,br,-3.0786716,-41.2205911,150,3.0,,21,0,0,2020-06-13 00:19:51.700841+00:00
1054,"Breckinridge County, Kentucky",us,37.7982002,-86.4592091,555,4.0,,2,0,0,2020-12-17 17:45:41.346197+00:00
1055,"Berkeley County, South Carolina",us,33.1260618,-80.0087746,8150,109.0,0.0,65,0,0,2020-12-17 17:48:16.112082+00:00
1056,Porto Ferreira,br,-21.8421051,-47.4710798,34,1.0,,4,0,0,2020-06-13 00:20:22.808875+00:00
1057,"Franklin County, Iowa",us,42.7372361,-93.33889169999999,827,17.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
1058,Minnan District.,cn,31.114651,121.369379,18,0.0,18.0,0,0,0,2020-12-18 17:54:48.508171+00:00
1059,Jacarezinho,br,-23.157939,-49.9777202,18,0.0,,1,0,0,2020-06-13 00:20:05.761686+00:00
1060,"Trempealeau County, Wisconsin",us,44.23975919999999,-91.366216,2861,28.0,0.0,13,4,0,2020-12-17 17:48:16.112082+00:00
1061,"Benton County, Mississippi",us,34.7712669,-89.1705998,586,19.0,,7,0,0,2020-12-17 17:45:41.346197+00:00
